Message ID,Producer ID,Consumer ID,Result,Sent time,Ack Sent Time,Ack Recv Time,
2997,1,1,1,1397747339802,1397747339803,1397747347675,
2998,1,1,1,1397747339803,1397747339803,1397747347677,
2999,1,1,1,1397747339803,1397747339804,1397747347678,
3000,1,1,1,1397747339804,1397747339805,1397747347679,
-1,1,1,1,1397747339804,1397747339805,1397747347679,

runtime,1.333,sec
